Tweet,Sentiment,Sentiment Score,Original Label
"@user @user @user @user I don't want death! I want my grandchildren to their rightful place to become what they what! Not after government alots so many spaces for illegals, not fair for my off spring!!!#AMERICAFIRST #NODAC",Positive,0.5315,Hate
"World Relief is working in Jordan to strengthen and support Syrian #refugee families through child friendly spaces, literacy programs, marriage and parenting curriculum and more! On our blog, read about the change these programs are making. âž",Positive,0.8908,Non-hate
Watch: Elderly Swedish woman forced to stand up for a Muslim migrant on a bus - Free Speech Time - @user,Positive,0.0772,Non-hate
WE AS A NATION DESERVE A REASONABLE EXPECTATION OF SAFETY IN OUR OWN COUNTRY! VOTE REPUBLICAN #BuildThatWall #EndChainMigration #ENDVISALOTTERY #EVERIFY #ENDVOTERFRAUD,Positive,0.5893,Hate
@user Come on box I show you my cock darling,Positive,0.4939,Hate
"Just remember ladies, whatever you're not willing to do, another whore like myself is. 😊",Positive,0.4939,Non-hate
I'm guessing the last guy she trusted gave her herpes...,Positive,0.4767,Non-hate
Counting the Omer of your Life - Passion For Truth Ministries via @user,Positive,0.6486,Non-hate
#jihad #ISIS #terrorism #hate #ISIL #shariaWhen President Obama says we are going to thoroughly vet refugees...,Negative,-0.8519,Non-hate
"Watch: Britons protest against Migrants ""Deport all migrants"" - Free Speech Time - @user",Positive,0.3182,Hate
Jose 'the puta' bitch says he doesn't cry about injuries to his players. What a contradictory KUNT. Conte response was brilliant imo.,Neutral,0.0397,Non-hate
@user is like the Donald Trump of social media sites the way they're just purging pages for no apparent reason,Positive,0.0772,Non-hate
@user Are you justifying rape because someone just went 'there',Negative,-0.6908,Non-hate
Jordan's so butthead it's hysterical learn how to treat a women that's why all your exs cheat on you😂😂 pussy ass bitch keep trying me,Negative,-0.4877,Non-hate
"@user amazing show tonightPresident Trump doesn't need Congress to Build The Wall.Thank you @user Trump, we are being invaded by a foreign country; defending our Borders is the # 1 job of the Commander-In-Chief.@realDonaldTrump PLEASE",Positive,0.7804,Hate
"There are some notorious notallmen -ers on my timeline. They completely dismiss everything women complain about because, not all men.",Negative,-0.6597,Non-hate
"@user Jason Wallach, 41, Kate Brenner, 69,  are the two on left",Neutral,0.0,Non-hate
German Police reports that refugees from Africa start in Italy via Austria now by train. The catch them at Rosenheim freightterminal.,Neutral,0.0,Non-hate
"Lauren Southern: Tries to kill refugees in the Mediterranean.  Conservative British Government: Oh, fuck off. You're not welcome in the UK.  Chris Kenny: Ooh Lauren Southern, I can't believe she wasn't allowed into the Lakemba Mosque! What about freedom!",Negative,-0.7943,Hate
"@user ""Hysterical Women"" is right out of the Con play book.. they believe only men can make the most fucked up decisions of all time, not need for women.",Negative,-0.5256,Non-hate
RT @user @user @user get a flag made and hang in front of the house,Neutral,0.0,Non-hate
@user @user one bs template email but nothing solid. This is my 5th deletion,Negative,-0.1695,Non-hate
@user @user You hysterical women caught up in more conspiracy theories again? 😂😂😂 liberals are to…,Positive,0.6003,Hate
These are Canadian refugees,Neutral,0.0,Non-hate
I swear to gawd if I see one more “not all men” etc shit when a woman is killed by a man and y’all don’t hold people accountable I’m fightin,Negative,-0.8519,Non-hate
@user Are we Trumpers doing enough ??? or waiting on Trump n his Team to get it done #StandUpnBeHeard #SpeakUpForTheUSA #MakeADifference #DoSomething #VoteRed2018 #VoteRedToSaveAmerica #VoteDemsOut #WalkAway #KAG2018 #BuildThatWall #DraintheSwa,Neutral,0.0,Hate
"Refugees resettled in the U.S. help grow our economy. In 2015, 13% of refugees living in the U.S. were entrepreneurs, compared to 9% of the U.S.-born population.Help refugees access the vital services they need to give back to their communities. âž",Positive,0.5994,Non-hate
When you're practicing being homeless,Neutral,0.0,Non-hate
"The Trump administration says it needs more time to meet a deadline set by a federal judge to reunite immigrant families.  Meanwhile, we learned new details about the smallest children who have been separated from their parents. #ReleaseTheHostages",Neutral,0.0,Non-hate
No one cares about you agta don't be so stupid bitch,Negative,-0.9205,Hate
@user @user How many political refugees are showing up at our border from socialist countries?,Neutral,0.0,Non-hate
you're no different from men who start with Not All Men every time a woman tweets men are trash,Negative,-0.296,Non-hate
The government isn’t even trying to reunite the families they forcibly separated.   They need to stop wasting time and fix their crisis.  #EndFamilyDetention #FamiliesBelongTogether,Negative,-0.8402,Non-hate
Zeebrugge struggles with problem of trans-migrants,Negative,-0.6369,Non-hate
@user You are very brave to tell your story. I promise you not all men are monsters. ❤️,Positive,0.7178,Non-hate
@user @user Have to address LEGAL immigration as well.The racial interests of the majority LONG TERM must be addressed without apology.,Positive,0.474,Hate
"You ever just wanna cut off every single person in your life, get on a boat and sail into a whole new life? Cause same",Negative,-0.2732,Non-hate
I want a bitch who gone rape me when she feening for the dick🤷🏽‍♂️,Negative,-0.91,Hate
I want a bitch or whore or pig come to me now kik: mishalcoors #bitch #whore #ass #pussy #wine #beer #كيك #كك…,Negative,-0.9657,Hate
In Austria the elder people in homes need 4 Euro for food daily each. Now the goverment like to reduce the benefit for refugees to 5 Euro daily. Why refugees get more money than the originated citiziens ?,Positive,0.6705,Hate
It's not rape if women are considered objects! You can't rape an object! Islam is completely anti rape!,Negative,-0.2433,Hate
"Like Germany - also in Austria left minded clerks support refugees, like democrats in USA. Beware of such elements !",Positive,0.7901,Hate
"The German Government Pays for 3 Week Vacation for Refugees to Go Home. So despite claiming their lives would be at risk if they were forced to return home, the government is paying them for a vacation to the very place they claim to be fleeing from",Negative,-0.6249,Non-hate
"It's come to the point to where, when I see the word 'all' it pisses me off because NOT ALL MEN AMD WOMEN ARE THE SAME.",Negative,-0.34,Non-hate
@user The era when a woman was either Mother Mary or a whore is over. Women are plain and simply human beings.,Negative,-0.6486,Non-hate
"Bitches be like 'my man has never cheated on me' lol nah bitch, you're just too stupid to catch him",Negative,-0.6703,Hate
"Merkel, Macron vow Brussels won't tolerate resistance to inundation of Muslim migrants via @user",Neutral,0.0,Hate
Find jarring “Not all men are trash” some of us are good” “we love you Nubian queens” just shit up 😂😂,Positive,0.7506,Non-hate
"“#Bangladesh should register fleeing #Rohingya as refugees, ensure adequate health care &amp; education, &amp; let them pursue livelihoods outside the camp” says @user in new @user report ""Bangladesh is Not My Country: Plight of Rohingya Refugees fr #Myanmar",Positive,0.8225,Non-hate
like damn bitch if youre hungry shut the fuck up and eat im trying to sleep!!!,Negative,-0.8547,Hate
"I am an immigrant. I am a homeowner. I paid at least $4,100 in property taxes last year. I live with my child. I am a 55 year old male. I earned $107,000 last year. I work 40 hours per week. I live in OR cc'Sen. Ron Wyden. #ImmigrantsAreUS",Neutral,0.0,Non-hate
"Emily Does vagina had dirt, gravel and pine needles in it after Brock turned raped her while she laid unconscious on the ground. You dont want women to prove they were raped, you want them to accept it and shut the fuck up.",Negative,-0.9315,Hate
"In honor of World Refugee Day on June 20, our Chicago office is going to raise $30k in 30 days. Join our peer-to-peer fundraising campaign: designed to assist not only refugees, but also immigrant populations and vulnerable people—our new neighbors.",Positive,0.09,Non-hate
When you're looking at pictures from last night to see who stopped by cause you were blacked out,Negative,-0.2263,Non-hate
"@user No, you suck and the game said you were a slut.",Negative,-0.7717,Hate
"loooooooooooool I don't date, sweetheart. Just dick appointments",Negative,-0.7745,Non-hate
"Obviously Meredith, obviously. Filthy bitch ☺️",Negative,-0.2023,Hate
I've never liked @user and he didn't endear himself with the Sean Spicer bromance and Stupid Weistein jokes. Bit of a cunt,Negative,-0.7865,Non-hate
"@user u fucking cunt u wanna fuck me duck hole cack lord bafaf, EXcuease me, i wang to flout ur hbox, please suck me dadd. top 5 gay",Negative,-0.7778,Non-hate
"Stephen Miller’s next target: Legal immigrants via @user we don't need too much of the world's junk. Limit legal immigration to a few thousand. Deport all daca and  all illegals, no asylum for anyone.",Negative,-0.0516,Hate
#ElinErsson The answer is NOT to support mass migration into European nations. The ANSWER IS MASS PROTESTS of damage of Western invasions in Middle East &amp; stripping resources from Africa (by elite). When will SJW learn? They do not read or understand what has been happening,Negative,-0.7959,Hate
Oh my God I had no idea Destiny was the same girl from the People’s Couch. I thought she was hysterical on that. #shahs,Negative,-0.0516,Non-hate
Germany: Moroccan migrant spits on a German woman and gets slapped in the face by a German grocery worker - Free Speech Time - @user,Positive,0.5106,Hate
Drs. Krista Perreira and Jonathan Oberlander explain a proposed federal plan that could have major life and health consequences for millions of #immigrant families: the ‘#PublicCharge’ rule.,Neutral,0.0,Non-hate
Someone asks you to catch a rare fish with like two days left in the season and it's like dude can you not be such a dick,Positive,0.1779,Non-hate
"Islamic state changes its name from ISIS to ISC as they move to Canada as ""refugees"" - Free Speech Time - @user",Positive,0.5106,Non-hate
"Dinesh Dsouza is a Globo-Homo agent, like Paul Ryan. Don't let this dot head immigrant lecture you that Andrew Jackson is not an American hero.",Negative,-0.1088,Non-hate
Never send a hand to do a mouth's job #WomenSuck,Negative,-0.3875,Hate
@user @user Basically you don't care about rape or victims. You just hate Trump and someone told you to boycott twitter because of Weinstein I get it.,Negative,-0.7343,Non-hate
Cheeky twat.. if you broke your ankle slut dropping on acca dance floor id understand because its a passion of yours 😂😂😂🖕🖕🖕🖕🖕🖕,Negative,-0.0772,Non-hate
fuck shit cunt bastard whore wanker,Negative,-0.9705,Hate
Illegal alien charged with murder of homeless woman in New York City:  #StopTheInvasion,Negative,-0.8779,Non-hate
I wish my emotions would feel like emotions instead of screaming and hysterical crying women trying to claw their way out of my torso,Negative,-0.1531,Hate
@user Maybe this is what you wanted: “What a gross skank! Ever hear of a pocket?” Better? 😘,Positive,0.5027,Hate
"I posted 327 photos on Facebook in the album ""JAZBA PAKISTAN""",Neutral,0.0,Non-hate
@user You are Satan's whore. Hell will welcome you.,Negative,-0.7845,Hate
The Swollen Cunt Of A Blonde Woman Troop Commander,Negative,-0.4939,Non-hate
"Because no one likes being a stupid bitch, alone.....",Negative,-0.9141,Hate
What the fuck Richard you can just shove my milkey seeds into your hole @user,Negative,-0.5423,Non-hate
@user @user That is hysterical! And you say that with a straight face?,Positive,0.2714,Non-hate
,Neutral,0.0,Non-hate
"This Liverpool Man U , holy fuck . If that's what hundred of millions buys you , you can ram it",Negative,-0.5423,Non-hate
I mean... You got one from me and I don't ever do that so.... 😘,Positive,0.4215,Non-hate
#Nicaragua unrest: New refugee crisis unfolding in Latin America @user,Negative,-0.6249,Non-hate
@user @user Does that mean the accounts of other women in more junior positions be dismissed as 'hysterical'?,Neutral,-0.0258,Non-hate
Bitches are quick to put their height in their tinder bio.... Do me a favor and add your weight too...,Negative,-0.296,Hate
I just want you to be my girlfriend without being my 'girlfriend' so I can fuck other people and you can't... Is that too much to ask?,Negative,-0.5367,Hate
"UNTIL 11:59pm PDT TONIGHT âž Sign up to help refugees rebuild their lives and we'll give you a free, premium, made to order, fair trade t-shirt courtesy of @user âž // (limited to those living in the U.S. 18 &amp; older)",Positive,0.836,Non-hate
@user for you! Cuz no one else cares when I post it but I'm pretty sure you like it. Get your skank on!,Positive,0.9097,Non-hate
Me when people take a post too seriously and I'm reading their butt hurt comments,Negative,-0.6249,Non-hate
@user @user You're aware that not all men like women right? Get out of your bubble,Negative,-0.2755,Non-hate
Seen it many times. Hair brushes too,Neutral,0.0,Non-hate
Legal US immigrants face legal problems after votingThey actually thought they had a right to vote after years of being here & refusing to become a citizen!They won't commit to our nation but expect our respect.That will never happen.#BuildThatWall,Negative,-0.4471,Hate
"@user Fuck off, you race pimp. #LiberalismIsAMentalDisorder",Negative,-0.5423,Non-hate
"@user Good one! “The government predicts that in 2030, immigration will overtake new births as the dominant driver of population growth.” PREDICTS = causes by failure to stop. #BuildTheDamnWall",Negative,-0.4389,Hate
"Got me wanting to give him them 5 kids for the dick, I’ll beat a bitch up bout my 🍆. Baby u the only one I need headass on that dick 😂",Negative,-0.8176,Hate
"Trump may be creating 'permanently orphaned kids,' judge says ..",Positive,0.296,Non-hate
"Education, key to meaningful lives for refugee youth - President",Positive,0.3182,Non-hate
